"BuildingID",latitude,longitude
2434900,8.41188496,99.96522244
450432,7.59318666,100.07387067
4976814,6.50080263,100.22038613
1692364,8.11728092,98.31038874
2484589,6.3008809,100.48630081
4779712,10.40543151,98.77261237
1256607,8.20930651,99.51765318
1986375,5.62009864,100.44914069
576992,5.37044008,100.45811607
1514919,5.33796637,100.50147689
202112,9.47394996,100.06260258
2314785,7.58498288,99.60876921
1376611,6.70568736,100.447178
1044849,5.19962725,100.48559048
4957115,8.46554672,98.47616581
4225797,7.81664641,98.29965244
2042982,7.62584622,100.10720104
1694835,5.37370979,100.21468686
70458,8.18991574,100.03758703
3776354,8.4110358,99.54334471
1565001,6.87575959,100.46132892
5305243,7.56475807,99.62777441
